AllocCPUS%|%AllocNodes%|%CPUTimeRAW%|%End%|%ExitCode%|%Flags%|%Group%|%JobID%|%JobName%|%NCPUS%|%NNodes%|%NodeList%|%NTasks%|%Partition%|%ReqCPUS%|%ReqMem%|%ReqNodes%|%Start%|%State%|%Submit%|%SystemCPU%|%TimelimitRaw%|%TotalCPU%|%UserCPU%|%
56%|%1%|%8124536%|%2024-08-25T03:36:16%|%0:0%|%%|%%|%95544.batch%|%batch%|%56%|%1%|%icpnp201%|%1%|%%|%56%|%%|%0.00M%|%2024-08-23T11:18:15%|%COMPLETED%|%2024-08-23T11:18:15%|%10:13.783%|%%|%93-06:57:29%|%93-06:47:15%|%
896%|%16%|%129993472%|%2024-08-25T03:36:17%|%0:0%|%%|%%|%95544.extern%|%extern%|%896%|%16%|%icpnp[201-205,211-216,229-233]%|%16%|%%|%896%|%%|%0.00M%|%2024-08-23T11:18:15%|%COMPLETED%|%2024-08-23T11:18:15%|%00:00.002%|%%|%00:00.010%|%00:00.007%|%
840%|%15%|%121868880%|%2024-08-25T03:36:18%|%0:0%|%%|%%|%95544.0%|%prted%|%840%|%15%|%icpnp[202-205,211-216,229-233]%|%15%|%%|%840%|%%|%0.00M%|%2024-08-23T11:18:16%|%COMPLETED%|%2024-08-23T11:18:16%|%02:28:59%|%%|%1401-04:43:24%|%1401-02:14:24%|%
224%|%2%|%3103296%|%2024-08-24T01:16:42%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%96110%|%vasp-t7%|%224%|%2%|%icpnp[135,149]%|%%|%ct448%|%224%|%964992M%|%0.00M%|%2024-08-23T21:25:48%|%COMPLETED%|%2024-08-16T14:22:50%|%16:19.629%|%5760%|%17-21:10:46%|%17-20:54:26%|%
112%|%1%|%1551648%|%2024-08-24T01:16:42%|%0:0%|%%|%%|%96110.batch%|%batch%|%112%|%1%|%icpnp135%|%1%|%%|%112%|%%|%0.00M%|%2024-08-23T21:25:48%|%COMPLETED%|%2024-08-23T21:25:48%|%00:00.094%|%%|%00:00.120%|%00:00.026%|%
224%|%2%|%3103520%|%2024-08-24T01:16:43%|%0:0%|%%|%%|%96110.extern%|%extern%|%224%|%2%|%icpnp[135,149]%|%2%|%%|%224%|%%|%0.00M%|%2024-08-23T21:25:48%|%COMPLETED%|%2024-08-23T21:25:48%|%00:00:00%|%%|%00:00.001%|%00:00:00%|%
224%|%2%|%3103072%|%2024-08-24T01:16:42%|%0:0%|%%|%%|%96110.0%|%hydra_bstrap_proxy%|%224%|%2%|%icpnp[135,149]%|%2%|%%|%224%|%%|%0.00M%|%2024-08-23T21:25:49%|%COMPLETED%|%2024-08-23T21:25:49%|%16:19.534%|%%|%17-21:10:46%|%17-20:54:26%|%
224%|%2%|%4267200%|%2024-08-24T19:10:07%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%96174%|%vasp-t8%|%224%|%2%|%icpnp[111,153]%|%%|%ct448%|%224%|%964992M%|%0.00M%|%2024-08-24T13:52:37%|%COMPLETED%|%2024-08-16T14:32:45%|%21:22.454%|%5760%|%24-14:06:14%|%24-13:44:52%|%
112%|%1%|%2133600%|%2024-08-24T19:10:07%|%0:0%|%%|%%|%96174.batch%|%batch%|%112%|%1%|%icpnp111%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T13:52:37%|%COMPLETED%|%2024-08-24T13:52:37%|%00:00.092%|%%|%00:00.125%|%00:00.032%|%
224%|%2%|%4267200%|%2024-08-24T19:10:07%|%0:0%|%%|%%|%96174.extern%|%extern%|%224%|%2%|%icpnp[111,153]%|%2%|%%|%224%|%%|%0.00M%|%2024-08-24T13:52:37%|%COMPLETED%|%2024-08-24T13:52:37%|%00:00:00%|%%|%00:00.001%|%00:00.001%|%
224%|%2%|%4267200%|%2024-08-24T19:10:07%|%0:0%|%%|%%|%96174.0%|%hydra_bstrap_proxy%|%224%|%2%|%icpnp[111,153]%|%2%|%%|%224%|%%|%0.00M%|%2024-08-24T13:52:37%|%COMPLETED%|%2024-08-24T13:52:37%|%21:22.361%|%%|%24-14:06:14%|%24-13:44:52%|%
224%|%2%|%2934176%|%2024-08-25T19:27:59%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%96233%|%vasp-t9%|%224%|%2%|%icpnp[148,153]%|%%|%ct448%|%224%|%964992M%|%0.00M%|%2024-08-25T15:49:40%|%COMPLETED%|%2024-08-16T14:39:54%|%15:42.288%|%5760%|%16-21:41:36%|%16-21:25:53%|%
112%|%1%|%1467088%|%2024-08-25T19:27:59%|%0:0%|%%|%%|%96233.batch%|%batch%|%112%|%1%|%icpnp148%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T15:49:40%|%COMPLETED%|%2024-08-25T15:49:40%|%00:00.084%|%%|%00:00.104%|%00:00.020%|%
224%|%2%|%2934176%|%2024-08-25T19:27:59%|%0:0%|%%|%%|%96233.extern%|%extern%|%224%|%2%|%icpnp[148,153]%|%2%|%%|%224%|%%|%0.00M%|%2024-08-25T15:49:40%|%COMPLETED%|%2024-08-25T15:49:40%|%00:00:00%|%%|%00:00.001%|%00:00.001%|%
224%|%2%|%2934176%|%2024-08-25T19:27:59%|%0:0%|%%|%%|%96233.0%|%hydra_bstrap_proxy%|%224%|%2%|%icpnp[148,153]%|%2%|%%|%224%|%%|%0.00M%|%2024-08-25T15:49:40%|%COMPLETED%|%2024-08-25T15:49:40%|%15:42.204%|%%|%16-21:41:35%|%16-21:25:53%|%
448%|%4%|%448%|%2024-08-25T08:54:00%|%1:0%|%SchedMain,StartRecieved%|%example%|%96686%|%run.B1850_yc_cime%|%448%|%4%|%icpnp[118,135,137,149]%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%2024-08-25T08:53:59%|%FAILED%|%2024-08-16T16:08:11%|%00:00.079%|%2880%|%00:00.163%|%00:00.084%|%
112%|%1%|%112%|%2024-08-25T08:54:00%|%1:0%|%%|%%|%96686.batch%|%batch%|%112%|%1%|%icpnp118%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T08:53:59%|%FAILED%|%2024-08-25T08:53:59%|%00:00.078%|%%|%00:00.161%|%00:00.083%|%
448%|%4%|%448%|%2024-08-25T08:54:00%|%0:0%|%%|%%|%96686.extern%|%extern%|%448%|%4%|%icpnp[118,135,137,149]%|%4%|%%|%448%|%%|%0.00M%|%2024-08-25T08:53:59%|%COMPLETED%|%2024-08-25T08:53:59%|%00:00.001%|%%|%00:00.002%|%00:00.001%|%
448%|%4%|%77426944%|%2024-08-26T01:27:02%|%0:0%|%SchedMain,StartRecieved%|%example%|%96715%|%run.rrj-240816%|%448%|%4%|%icpnp[106,144-146]%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%2024-08-24T01:26:34%|%TIMEOUT%|%2024-08-16T16:15:49%|%06:41:32%|%2880%|%890-15:27:19%|%890-08:45:46%|%
112%|%1%|%19356848%|%2024-08-26T01:27:03%|%0:15%|%%|%%|%96715.batch%|%batch%|%112%|%1%|%icpnp106%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T01:26:34%|%CANCELLED%|%2024-08-24T01:26:34%|%00:00.245%|%%|%00:01.424%|%00:01.179%|%
448%|%4%|%77426944%|%2024-08-26T01:27:02%|%0:0%|%%|%%|%96715.extern%|%extern%|%448%|%4%|%icpnp[106,144-146]%|%4%|%%|%448%|%%|%0.00M%|%2024-08-24T01:26:34%|%COMPLETED%|%2024-08-24T01:26:34%|%00:00:00%|%%|%00:00.002%|%00:00.002%|%
448%|%4%|%77427392%|%2024-08-26T01:27:05%|%5:0%|%%|%%|%96715.0%|%hydra_bstrap_proxy%|%448%|%4%|%icpnp[106,144-146]%|%4%|%%|%448%|%%|%0.00M%|%2024-08-24T01:26:36%|%FAILED%|%2024-08-24T01:26:36%|%06:41:32%|%%|%890-15:27:17%|%890-08:45:45%|%
1120%|%10%|%52073280%|%2024-08-24T17:34:34%|%127:0%|%SchedMain,StartRecieved%|%example%|%96766%|%opt_15000%|%1120%|%10%|%icpnp[234-243]%|%%|%ct1k%|%1120%|%480000M%|%0.00M%|%2024-08-24T04:39:40%|%FAILED%|%2024-08-16T16:57:17%|%24:34.607%|%5760%|%599-14:36:58%|%599-14:12:24%|%
112%|%1%|%5207328%|%2024-08-24T17:34:34%|%127:0%|%%|%%|%96766.batch%|%batch%|%112%|%1%|%icpnp234%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T04:39:40%|%FAILED%|%2024-08-24T04:39:40%|%00:00.176%|%%|%00:00.318%|%00:00.142%|%
1120%|%10%|%52074400%|%2024-08-24T17:34:35%|%0:0%|%%|%%|%96766.extern%|%extern%|%1120%|%10%|%icpnp[234-243]%|%10%|%%|%1120%|%%|%0.00M%|%2024-08-24T04:39:40%|%COMPLETED%|%2024-08-24T04:39:40%|%00:00.003%|%%|%00:00.006%|%00:00.003%|%
1120%|%10%|%52072160%|%2024-08-24T17:34:34%|%0:125%|%%|%%|%96766.0%|%hydra_bstrap_proxy%|%1120%|%10%|%icpnp[234-243]%|%10%|%%|%1120%|%%|%0.00M%|%2024-08-24T04:39:41%|%OUT_OF_MEMORY%|%2024-08-24T04:39:41%|%24:34.427%|%%|%599-14:36:58%|%599-14:12:23%|%
1120%|%10%|%52487680%|%2024-08-25T06:35:39%|%127:0%|%SchedMain,StartRecieved%|%example%|%96768%|%opt_10000%|%1120%|%10%|%icpnp[234-243]%|%%|%ct1k%|%1120%|%480000M%|%0.00M%|%2024-08-24T17:34:35%|%FAILED%|%2024-08-16T16:58:23%|%23:42.611%|%5760%|%604-08:48:01%|%604-08:24:19%|%
112%|%1%|%5248768%|%2024-08-25T06:35:39%|%127:0%|%%|%%|%96768.batch%|%batch%|%112%|%1%|%icpnp234%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T17:34:35%|%FAILED%|%2024-08-24T17:34:35%|%00:00.194%|%%|%00:00.326%|%00:00.132%|%
1120%|%10%|%52487680%|%2024-08-25T06:35:39%|%0:0%|%%|%%|%96768.extern%|%extern%|%1120%|%10%|%icpnp[234-243]%|%10%|%%|%1120%|%%|%0.00M%|%2024-08-24T17:34:35%|%COMPLETED%|%2024-08-24T17:34:35%|%00:00.004%|%%|%00:00.006%|%00:00.002%|%
1120%|%10%|%52487680%|%2024-08-25T06:35:39%|%0:125%|%%|%%|%96768.0%|%hydra_bstrap_proxy%|%1120%|%10%|%icpnp[234-243]%|%10%|%%|%1120%|%%|%0.00M%|%2024-08-24T17:34:35%|%OUT_OF_MEMORY%|%2024-08-24T17:34:35%|%23:42.413%|%%|%604-08:48:01%|%604-08:24:18%|%
448%|%4%|%448%|%2024-08-25T08:54:01%|%1:0%|%SchedMain,StartRecieved%|%example%|%96772%|%run.B1850_yc_cime%|%448%|%4%|%icpnp[118,135,137,149]%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%2024-08-25T08:54:00%|%FAILED%|%2024-08-16T17:06:18%|%00:00.072%|%2880%|%00:00.155%|%00:00.083%|%
112%|%1%|%112%|%2024-08-25T08:54:01%|%1:0%|%%|%%|%96772.batch%|%batch%|%112%|%1%|%icpnp118%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T08:54:00%|%FAILED%|%2024-08-25T08:54:00%|%00:00.070%|%%|%00:00.153%|%00:00.082%|%
448%|%4%|%448%|%2024-08-25T08:54:01%|%0:0%|%%|%%|%96772.extern%|%extern%|%448%|%4%|%icpnp[118,135,137,149]%|%4%|%%|%448%|%%|%0.00M%|%2024-08-25T08:54:00%|%COMPLETED%|%2024-08-25T08:54:00%|%00:00.001%|%%|%00:00.002%|%00:00:00%|%
448%|%4%|%36788864%|%2024-08-25T08:53:59%|%0:0%|%SchedMain,StartRecieved%|%example%|%96821%|%run.b.e21.B1850cmip6.f09_g17.CESM2-SF-BLC.004%|%448%|%4%|%icpnp[118,135,137,149]%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%2024-08-24T10:05:21%|%COMPLETED%|%2024-08-16T21:59:01%|%01:14:23%|%5760%|%422-22:38:08%|%422-21:23:45%|%
112%|%1%|%9197216%|%2024-08-25T08:53:59%|%0:0%|%%|%%|%96821.batch%|%batch%|%112%|%1%|%icpnp118%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T10:05:21%|%COMPLETED%|%2024-08-24T10:05:21%|%00:03.181%|%%|%00:11.289%|%00:08.108%|%
448%|%4%|%36788864%|%2024-08-25T08:53:59%|%0:0%|%%|%%|%96821.extern%|%extern%|%448%|%4%|%icpnp[118,135,137,149]%|%4%|%%|%448%|%%|%0.00M%|%2024-08-24T10:05:21%|%COMPLETED%|%2024-08-24T10:05:21%|%00:00.001%|%%|%00:00.002%|%00:00.001%|%
448%|%4%|%36784384%|%2024-08-25T08:53:53%|%0:0%|%%|%%|%96821.0%|%hydra_bstrap_proxy%|%448%|%4%|%icpnp[118,135,137,149]%|%4%|%%|%448%|%%|%0.00M%|%2024-08-24T10:05:25%|%COMPLETED%|%2024-08-24T10:05:25%|%01:14:20%|%%|%422-22:37:57%|%422-21:23:37%|%
1%|%0%|%0%|%2024-08-25T08:55:10%|%0:0%|%StartRecieved%|%example%|%96822%|%st_archive.b.e21.B1850cmip6.f09_g17.CESM2-SF-BLC.004%|%1%|%1%|%None assigned%|%%|%ct112%|%1%|%4308M%|%0.00M%|%None%|%CANCELLED by 12734%|%2024-08-16T21:59:03%|%00:00:00%|%20%|%00:00:00%|%00:00:00%|%
448%|%4%|%39514944%|%2024-08-25T21:22:41%|%0:0%|%SchedMain,StartRecieved%|%example%|%96906%|%run.b.e21.B1850cmip6.f09_g17.CESM2-SF-BLC.001%|%448%|%4%|%icpnp[108,123-125]%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%2024-08-24T20:52:38%|%COMPLETED%|%2024-08-17T11:52:02%|%01:17:42%|%5760%|%454-02:16:51%|%454-00:59:09%|%
112%|%1%|%9878736%|%2024-08-25T21:22:41%|%0:0%|%%|%%|%96906.batch%|%batch%|%112%|%1%|%icpnp108%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T20:52:38%|%COMPLETED%|%2024-08-24T20:52:38%|%00:03.234%|%%|%00:11.331%|%00:08.096%|%
448%|%4%|%39514944%|%2024-08-25T21:22:41%|%0:0%|%%|%%|%96906.extern%|%extern%|%448%|%4%|%icpnp[108,123-125]%|%4%|%%|%448%|%%|%0.00M%|%2024-08-24T20:52:38%|%COMPLETED%|%2024-08-24T20:52:38%|%00:00:00%|%%|%00:00.002%|%00:00.002%|%
448%|%4%|%39510464%|%2024-08-25T21:22:35%|%0:0%|%%|%%|%96906.0%|%hydra_bstrap_proxy%|%448%|%4%|%icpnp[108,123-125]%|%4%|%%|%448%|%%|%0.00M%|%2024-08-24T20:52:42%|%COMPLETED%|%2024-08-24T20:52:42%|%01:17:39%|%%|%454-02:16:40%|%454-00:59:01%|%
1%|%0%|%0%|%2024-08-25T22:47:28%|%0:0%|%StartRecieved%|%example%|%96907%|%st_archive.b.e21.B1850cmip6.f09_g17.CESM2-SF-BLC.001%|%1%|%1%|%None assigned%|%%|%ct112%|%1%|%4308M%|%0.00M%|%None%|%CANCELLED by 12734%|%2024-08-17T11:52:04%|%00:00:00%|%20%|%00:00:00%|%00:00:00%|%
448%|%4%|%13862912%|%2024-08-25T10:39:07%|%0:0%|%SchedMain,StartRecieved%|%example%|%97004%|%NEB-02Ti-2%|%448%|%4%|%icpnp[111-112,133,153]%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%2024-08-25T02:03:23%|%COMPLETED%|%2024-08-17T14:53:08%|%1-17:13:09%|%5760%|%159-10:44:43%|%157-17:31:34%|%
112%|%1%|%3465728%|%2024-08-25T10:39:07%|%0:0%|%%|%%|%97004.batch%|%batch%|%112%|%1%|%icpnp111%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T02:03:23%|%COMPLETED%|%2024-08-25T02:03:23%|%00:00.258%|%%|%00:00.361%|%00:00.102%|%
448%|%4%|%13862912%|%2024-08-25T10:39:07%|%0:0%|%%|%%|%97004.extern%|%extern%|%448%|%4%|%icpnp[111-112,133,153]%|%4%|%%|%448%|%%|%0.00M%|%2024-08-25T02:03:23%|%COMPLETED%|%2024-08-25T02:03:23%|%00:00:00%|%%|%00:00.002%|%00:00.001%|%
448%|%4%|%13862464%|%2024-08-25T10:39:07%|%0:0%|%%|%%|%97004.0%|%hydra_bstrap_proxy%|%448%|%4%|%icpnp[111-112,133,153]%|%4%|%%|%448%|%%|%0.00M%|%2024-08-25T02:03:24%|%COMPLETED%|%2024-08-25T02:03:24%|%1-17:13:09%|%%|%159-10:44:43%|%157-17:31:34%|%
112%|%1%|%6360816%|%Unknown%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%97101%|%elastic%|%112%|%1%|%icpnp148%|%%|%ct112%|%112%|%482496M%|%0.00M%|%2024-08-25T19:28:10%|%RUNNING%|%2024-08-17T23:03:29%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%1%|%6360816%|%Unknown%|%0:0%|%%|%%|%97101.batch%|%batch%|%112%|%1%|%icpnp148%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T19:28:10%|%RUNNING%|%2024-08-25T19:28:10%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
112%|%1%|%6360816%|%Unknown%|%0:0%|%%|%%|%97101.extern%|%extern%|%112%|%1%|%icpnp148%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T19:28:10%|%RUNNING%|%2024-08-25T19:28:10%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
112%|%1%|%6360816%|%Unknown%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%97102%|%elastic%|%112%|%1%|%icpnp153%|%%|%ct112%|%112%|%482496M%|%0.00M%|%2024-08-25T19:28:10%|%RUNNING%|%2024-08-17T23:03:43%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%1%|%6360816%|%Unknown%|%0:0%|%%|%%|%97102.batch%|%batch%|%112%|%1%|%icpnp153%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T19:28:10%|%RUNNING%|%2024-08-25T19:28:10%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
112%|%1%|%6360816%|%Unknown%|%0:0%|%%|%%|%97102.extern%|%extern%|%112%|%1%|%icpnp153%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T19:28:10%|%RUNNING%|%2024-08-25T19:28:10%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
112%|%1%|%5813584%|%Unknown%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%97103%|%elastic%|%112%|%1%|%icpnp115%|%%|%ct112%|%112%|%482496M%|%0.00M%|%2024-08-25T20:49:36%|%RUNNING%|%2024-08-17T23:03:55%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%1%|%5813584%|%Unknown%|%0:0%|%%|%%|%97103.batch%|%batch%|%112%|%1%|%icpnp115%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T20:49:36%|%RUNNING%|%2024-08-25T20:49:36%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
112%|%1%|%5813584%|%Unknown%|%0:0%|%%|%%|%97103.extern%|%extern%|%112%|%1%|%icpnp115%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T20:49:36%|%RUNNING%|%2024-08-25T20:49:36%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
112%|%1%|%873152%|%Unknown%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%97104%|%elastic%|%112%|%1%|%icpnp127%|%%|%ct112%|%112%|%482496M%|%0.00M%|%2024-08-26T09:04:47%|%RUNNING%|%2024-08-17T23:04:03%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%1%|%873152%|%Unknown%|%0:0%|%%|%%|%97104.batch%|%batch%|%112%|%1%|%icpnp127%|%1%|%%|%112%|%%|%0.00M%|%2024-08-26T09:04:47%|%RUNNING%|%2024-08-26T09:04:47%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
112%|%1%|%873152%|%Unknown%|%0:0%|%%|%%|%97104.extern%|%extern%|%112%|%1%|%icpnp127%|%1%|%%|%112%|%%|%0.00M%|%2024-08-26T09:04:47%|%RUNNING%|%2024-08-26T09:04:47%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97106%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:04:12%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97107%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:04:24%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97108%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:04:35%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97109%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:04:45%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97110%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:04:53%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97111%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:05:00%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97112%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:05:09%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97113%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:05:17%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97114%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:05:27%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97115%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:05:34%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97116%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:05:45%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97117%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:05:57%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97118%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:06:04%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97119%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:06:13%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
112%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97120%|%elastic%|%112%|%1%|%None assigned%|%%|%ct112%|%112%|%482496M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:06:22%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97121%|%elastic%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:06:30%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97122%|%elastic%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:06:38%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97123%|%elastic%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:06:46%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97124%|%elastic%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:06:54%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97125%|%elastic%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:07:01%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97126%|%elastic%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:07:10%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97127%|%elastic%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:07:19%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97128%|%elastic%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:07:27%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97129%|%elastic%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:07:35%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%Unknown%|%0:0%|%StartRecieved%|%example%|%97130%|%elastic%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%Unknown%|%PENDING%|%2024-08-17T23:07:44%|%00:00:00%|%5760%|%00:00:00%|%00:00:00%|%
